SK_ID_CURR,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,CNT_FAM_MEMBERS,DAYS_BIRTH,NAME_INCOME_TYPE,DAYS_EMPLOYED,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,NAME_CONTRACT_TYPE,OCCUPATION_TYPE,ORGANIZATION_TYPE,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,REGION_POPULATION_RELATIVE,REGION_RATING_CLIENT,WEEKDAY_APPR_PROCESS_START,NAME_TYPE_SUITE,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,TARGET
6990,M,N,N,0,1,-17488,Working,-746,20680722,70675842,24851389,67341025,Secondary / secondary special,Married,House / apartment,Cash loans,Drivers,Medicine,-7308,-2980,,1,1,0,1,0,0,0.08637848270153911,1,FRIDAY,Other_B,nan,nan,"Stone, brick",No,1
6991,F,Y,Y,2,4,-16919,State servant,-5429,23203758,193283679,31172445,193448797,Higher education,Married,House / apartment,Cash loans,Security staff,School,-7992,-6161,1.3088874109001962,1,1,1,1,0,1,0.08500185944051245,2,THURSDAY,"Spouse, partner",reg oper account,nan,Panel,No,1
6992,M,N,Y,0,2,-14751,Commercial associate,-934,49581965,153238534,53882492,164469362,Higher education,Single / not married,Rented apartment,Cash loans,Accountants,XNA,-7272,-6368,,1,1,0,1,1,1,0.07856774607434196,1,SATURDAY,Unaccompanied,nan,nan,"Stone, brick",nan,1
6993,M,N,N,3,5,-13270,Commercial associate,-926,51629270,40666734,21082963,43068451,Lower secondary,Married,House / apartment,Cash loans,Managers,Medicine,-8978,-6599,,1,1,1,1,0,1,0.06979744228818296,2,TUESDAY,Unaccompanied,nan,nan,Block,No,0
6994,M,Y,N,0,1,-16064,Commercial associate,-2244,72914303,312463729,26804983,317847465,Secondary / secondary special,Married,With parents,Cash loans,Cleaning staff,Medicine,-5580,-6569,1.0949309548811297,1,1,0,1,0,1,0.011050431540493311,2,FRIDAY,Unaccompanied,nan,nan,"Stone, brick",No,1
6995,F,N,Y,0,2,-7670,Working,-1846,31780890,62121262,13561129,64199086,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Security staff,School,-7233,-4400,,1,0,0,1,0,0,0.028501206553533498,2,THURSDAY,"Spouse, partner",org spec account,block of flats,Block,No,1
6996,F,Y,Y,0,2,-22802,Working,-9986,22771208,177813120,21099845,161277907,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Laborers,Industry: type 9,-728,-71,9.369679209579925,1,1,0,1,0,0,0.007244715723011986,2,TUESDAY,Family,reg oper account,block of flats,Panel,No,1
6997,F,N,Y,0,2,-13795,Commercial associate,-3467,67739074,189859928,41446600,174263466,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Self-employed,-5266,-5058,,1,1,0,1,0,1,0.03403084173144804,2,THURSDAY,Unaccompanied,reg oper spec account,nan,Wooden,nan,0
6998,F,N,N,0,1,-15409,Working,-611,81467196,814671960,96671452,794270479,Secondary / secondary special,Married,House / apartment,Cash loans,nan,School,-3689,-3483,,1,1,1,1,0,1,0.040286465579829955,2,THURSDAY,Family,reg oper account,nan,nan,nan,1
6999,M,N,Y,5,7,-23811,Pensioner,365243,27124633,44040235,15485645,43015637,Higher education,Single / not married,House / apartment,Cash loans,Laborers,Trade: type 7,-496,-4674,,1,1,1,1,0,0,0.052023525294983,1,SATURDAY,Unaccompanied,reg oper account,specific housing,Panel,No,1
7000,F,Y,Y,0,2,-11360,Working,-205,15178282,61367832,31815088,58887040,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Managers,School,-2566,-6398,5.361580383304868,1,1,0,1,1,1,0.09947048834808313,1,SUNDAY,Family,org spec account,block of flats,Panel,No,0
7001,M,N,N,0,2,-24831,Pensioner,365243,25706642,137777866,22220567,141927610,Lower secondary,Separated,House / apartment,Cash loans,Managers,Other,-6159,-1089,,1,1,1,1,1,0,0.0702717919536718,2,TUESDAY,Unaccompanied,nan,block of flats,Panel,No,1
7002,M,N,Y,0,2,-17851,Working,-1184,11397742,29054238,4685815,29675886,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,XNA,-5225,-2744,,1,0,0,1,0,1,0.09082549662394475,2,FRIDAY,Unaccompanied,nan,block of flats,Wooden,nan,0
7003,F,N,N,1,3,-16567,Working,-1851,35431329,40495786,2818310,41990444,Secondary / secondary special,Married,House / apartment,Cash loans,High skill tech staff,Other,-4415,-3119,,1,1,0,1,0,1,0.058536897868897465,2,TUESDAY,Unaccompanied,nan,block of flats,nan,No,0
7004,F,N,Y,2,3,-17432,Pensioner,365243,6524449,18455742,2190014,17462863,Secondary / secondary special,Single / not married,House / apartment,Revolving loans,Sales staff,Self-employed,-518,-6029,,1,1,1,1,1,1,0.010925682089883138,2,SATURDAY,Unaccompanied,reg oper account,block of flats,Panel,No,0
7005,M,N,Y,2,4,-10921,Working,-8328,28055023,21736865,1864716,19574952,Secondary / secondary special,Married,House / apartment,Cash loans,High skill tech staff,Medicine,-1140,-1956,,1,1,1,1,1,0,0.017582990196286088,2,FRIDAY,Children,org spec account,block of flats,"Stone, brick",No,0
7006,M,N,Y,0,2,-7670,Pensioner,365243,29608163,56220720,6671321,61474216,Higher education,Married,House / apartment,Cash loans,Managers,School,-653,-1862,,1,1,0,0,0,0,0.014893461770342521,2,TUESDAY,Family,nan,terraced house,Panel,No,1
7007,F,N,N,2,4,-9436,Pensioner,365243,18359750,52861031,3175617,55742752,Higher education,Civil marriage,House / apartment,Cash loans,Core staff,School,-8151,-477,,1,1,0,1,0,0,0.034577885969994164,2,TUESDAY,Unaccompanied,nan,nan,Wooden,No,0
7008,M,N,N,1,2,-19376,Working,-1676,72347613,534940266,63477638,530339546,Higher education,Single / not married,House / apartment,Cash loans,Core staff,Business Entity Type 3,-2220,-2758,,1,1,0,1,0,1,0.08616509414084786,2,FRIDAY,Unaccompanied,nan,nan,nan,No,0
7009,M,N,N,1,2,-10509,Working,-1493,41416838,171980376,20407714,156287448,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,School,-7394,-2304,,1,1,1,1,1,0,0.061129809946194984,2,FRIDAY,Unaccompanied,nan,specific housing,Panel,No,1
7010,M,N,Y,0,2,-7670,Working,-172,18505347,44470469,9707945,41794491,Secondary / secondary special,Separated,House / apartment,Cash loans,nan,School,-6229,-1716,,1,1,0,1,1,1,0.09784080318880486,2,FRIDAY,"Spouse, partner",reg oper account,nan,nan,Yes,1
7011,M,N,Y,2,4,-14262,Pensioner,365243,37405594,85568719,30088097,77918180,Incomplete higher,Civil marriage,House / apartment,Cash loans,Managers,School,-5209,-1126,,1,1,0,1,0,0,0.03970739956231353,1,TUESDAY,Family,nan,block of flats,Block,No,1
7012,F,N,Y,0,1,-17128,Pensioner,365243,32948951,70402701,24755346,70081668,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Self-employed,-3610,-3690,,1,1,0,1,1,1,0.008902269528875495,2,WEDNESDAY,Unaccompanied,nan,block of flats,Panel,No,0
7013,M,N,Y,0,1,-14779,Working,-2055,77986702,540344937,550643672,509779370,Higher education,Married,With parents,Cash loans,Laborers,Trade: type 7,-7073,-6392,,1,1,0,1,0,0,0.09328960502754335,2,WEDNESDAY,Unaccompanied,nan,block of flats,nan,No,1
7014,M,Y,Y,0,2,-17267,Working,-2073,55594520,56284247,19790945,56718349,Secondary / secondary special,Separated,House / apartment,Cash loans,Core staff,Trade: type 7,-7537,-687,25.34883704345228,1,1,0,1,1,1,0.07590444703370697,3,TUESDAY,Family,reg oper account,block of flats,Block,nan,0
7015,F,Y,N,1,2,-19672,Working,-3079,48143110,81180993,28545263,74069988,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Government,-188,-934,1.154029575260409,1,1,0,1,0,0,0.031117278793077498,2,WEDNESDAY,Unaccompanied,org spec account,block of flats,Wooden,No,0
7016,F,N,Y,0,2,-17113,Working,-160,20014821,20184674,10464394,21035782,Secondary / secondary special,Married,With parents,Cash loans,nan,Government,-1955,-2550,,1,1,0,1,0,0,0.02804494545951615,2,WEDNESDAY,Family,org spec account,block of flats,Mixed,No,0
7017,M,Y,N,1,3,-13934,State servant,-980,70985864,376526934,383703370,346457204,Secondary / secondary special,Married,House / apartment,Cash loans,Cleaning staff,Government,-8646,-614,19.368173808512097,1,1,0,1,0,1,0.06937566478504807,2,SATURDAY,Children,org spec account,block of flats,nan,No,1
7018,M,Y,N,3,5,-12224,Working,-517,33260957,332609570,53642675,319933868,Higher education,Civil marriage,House / apartment,Cash loans,Core staff,Self-employed,-7942,-1723,1.2224033442763647,1,1,0,1,0,0,0.033311643931561434,1,FRIDAY,Unaccompanied,reg oper account,block of flats,nan,No,1
7019,M,N,Y,1,2,-17988,Working,-1974,58902383,309531576,108839027,318519945,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Industry: type 9,-2199,-5462,,1,1,0,1,0,1,0.0007888728114038624,3,THURSDAY,Unaccompanied,reg oper account,nan,"Stone, brick",No,1
7020,F,N,N,1,3,-15816,Pensioner,365243,83054872,462411922,162595572,426120752,Higher education,Married,House / apartment,Cash loans,Sales staff,Self-employed,-2901,-1736,,1,1,0,1,0,1,0.029742237778579705,2,SATURDAY,Other_B,reg oper account,nan,Panel,No,1
7021,F,Y,Y,2,3,-10837,Commercial associate,-2151,97384147,212408587,12760409,232737804,Higher education,Married,House / apartment,Cash loans,nan,Government,-7122,-3565,14.693549642373114,1,1,0,1,0,0,0.06068940201828136,3,TUESDAY,Unaccompanied,org spec account,nan,"Stone, brick",No,1
7022,F,Y,N,2,3,-20317,Commercial associate,-896,56016094,274766420,142447887,257798362,Secondary / secondary special,Widow,House / apartment,Cash loans,Medicine staff,Trade: type 7,-949,-937,3.7648668179343265,1,1,1,1,0,1,0.08153591947608675,2,TUESDAY,Unaccompanied,nan,nan,"Stone, brick",No,0
7023,F,N,Y,0,1,-15759,Working,-1056,37949208,69093454,70410344,62683097,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Trade: type 7,-6054,-4772,,1,1,0,1,1,1,0.030096378791121172,2,THURSDAY,Unaccompanied,reg oper account,nan,"Stone, brick",No,0
7024,F,Y,Y,1,2,-17471,Commercial associate,-3111,36744067,77011842,6606530,79607988,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Other,-2057,-5175,1.696418032156127,1,1,0,1,0,1,0.019759727455519197,2,MONDAY,Unaccompanied,nan,block of flats,Mixed,No,1
7025,F,N,Y,2,4,-12891,Commercial associate,-781,11714480,37739831,13270266,36845692,Higher education,Single / not married,House / apartment,Cash loans,Accountants,Industry: type 9,-8172,-3444,,1,1,0,1,0,0,0.08916457207489338,2,SATURDAY,Unaccompanied,org spec account,nan,Block,No,1
7026,F,Y,N,0,2,-19565,Working,-541,37342061,128237802,20681962,140224116,Secondary / secondary special,Married,House / apartment,Cash loans,Managers,Government,-7586,-3033,0.7182265078559755,1,1,0,1,0,1,0.07023321454174812,3,THURSDAY,Unaccompanied,reg oper account,block of flats,"Stone, brick",No,1
7027,M,N,N,0,1,-7670,Working,-3467,26681623,266816230,22889071,244793074,Higher education,Married,House / apartment,Cash loans,nan,XNA,-316,-147,,1,0,0,1,1,0,0.07515838286775367,3,MONDAY,Unaccompanied,org spec account,nan,nan,Yes,1
7028,F,N,Y,0,2,-21953,Pensioner,365243,26431622,175522789,28308000,170433994,Secondary / secondary special,Civil marriage,Rented apartment,Cash loans,Sales staff,XNA,-7978,-6319,,1,1,0,1,0,0,0.08533740147345643,2,THURSDAY,Unaccompanied,nan,block of flats,"Stone, brick",No,0
7029,M,N,N,4,6,-7670,Working,-944,26641996,97038672,8324550,98850239,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,Self-employed,-3881,-6071,,1,1,0,1,0,1,0.0995233978312398,2,MONDAY,Unaccompanied,reg oper account,block of flats,Panel,No,0
7030,M,Y,Y,0,2,-8576,Commercial associate,-1260,53906009,539060090,63966509,543835594,Secondary / secondary special,Married,House / apartment,Cash loans,Managers,School,-5780,-1096,1.771251813251097,1,1,0,1,1,1,0.01744804742407491,2,FRIDAY,Unaccompanied,org spec account,nan,"Stone, brick",No,0
7031,F,N,N,0,1,-15713,Commercial associate,-780,99708222,997082220,160807633,994706608,Lower secondary,Single / not married,House / apartment,Cash loans,nan,Business Entity Type 3,-7047,-4064,,1,0,1,1,0,0,0.01577316070729673,2,TUESDAY,Unaccompanied,nan,terraced house,"Stone, brick",No,1
7032,M,N,Y,1,2,-12283,Commercial associate,-1463,51864378,174966215,20762023,170902543,Higher education,Married,House / apartment,Cash loans,Core staff,Medicine,-455,-3272,,1,0,0,1,0,1,0.07715737030936036,2,THURSDAY,Unaccompanied,reg oper account,specific housing,Panel,No,0
7033,F,Y,Y,3,4,-13170,Commercial associate,-272,24604029,110969165,39019527,118397634,Lower secondary,Married,Rented apartment,Cash loans,Sales staff,Self-employed,-1929,-6107,10.71221492861395,1,0,0,1,0,0,0.011843257732354784,2,SATURDAY,Other_B,reg oper account,specific housing,Panel,No,1
7034,F,N,Y,0,2,-12282,Commercial associate,-4005,28678262,35348749,12429502,32790051,Secondary / secondary special,Married,House / apartment,Cash loans,Security staff,Business Entity Type 3,-4248,-2492,,1,1,0,1,0,1,0.08801615487712709,2,MONDAY,Unaccompanied,org spec account,block of flats,"Stone, brick",Yes,1
7035,M,N,Y,2,4,-11177,Pensioner,365243,32978141,124965101,10720244,125001059,Incomplete higher,Married,House / apartment,Cash loans,Laborers,Industry: type 9,-2659,-1065,,1,1,0,1,0,0,0.09184113609314444,2,THURSDAY,Unaccompanied,nan,terraced house,"Stone, brick",nan,0
7036,F,N,Y,2,4,-15999,Working,-888,57059295,110121417,7663918,111717011,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Managers,Self-employed,-4407,-4458,,1,1,0,1,0,0,0.052379298165516834,2,WEDNESDAY,Unaccompanied,nan,block of flats,Block,nan,0
7037,M,Y,Y,1,2,-14397,Commercial associate,-1548,27983091,20545517,7224316,22126511,Secondary / secondary special,Married,House / apartment,Cash loans,nan,School,-2913,-214,7.926789384607705,1,1,0,1,1,1,0.05127515795005714,2,SATURDAY,Unaccompanied,nan,block of flats,Block,No,1
7038,M,Y,Y,2,4,-18488,Commercial associate,-321,46403470,340045565,54841939,325251267,Secondary / secondary special,Married,House / apartment,Cash loans,Core staff,Trade: type 7,-4278,-1388,6.961749722733661,1,1,0,1,1,0,0.04505345773895885,2,SUNDAY,Unaccompanied,org spec account,terraced house,Panel,No,1
7039,F,N,Y,0,2,-14961,Commercial associate,-149,81240786,293683339,103266391,280395910,Secondary / secondary special,Married,House / apartment,Cash loans,Accountants,Self-employed,-4006,-1564,,1,1,0,1,0,0,0.044619613586123645,2,TUESDAY,Unaccompanied,nan,specific housing,Panel,nan,0
7040,F,N,N,3,5,-12783,State servant,-1450,122367247,202700917,206564306,215263449,Higher education,Married,Rented apartment,Cash loans,Drivers,School,-5152,-6753,,1,1,1,1,0,0,0.06069281104748817,1,SUNDAY,Unaccompanied,reg oper account,block of flats,"Stone, brick",No,1
7041,F,N,Y,2,3,-18004,Commercial associate,-133,52481587,40386118,6513400,38583804,Secondary / secondary special,Single / not married,House / apartment,Revolving loans,nan,Industry: type 9,-87,-2958,,1,1,1,1,0,0,0.006553992506953977,3,WEDNESDAY,Unaccompanied,reg oper account,block of flats,Wooden,No,1
7042,M,N,Y,3,5,-7670,Working,-1974,32227318,65742686,10602862,59876855,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Business Entity Type 3,-2276,-1894,,1,0,0,1,0,0,0.008474890264955959,2,MONDAY,Unaccompanied,nan,nan,"Stone, brick",nan,0
7043,F,Y,Y,2,4,-7670,Pensioner,365243,17454797,33794574,7377387,33945452,Secondary / secondary special,Married,House / apartment,Cash loans,Low-skill Laborers,Medicine,-7692,-417,2.5218082821418917,1,1,0,1,1,1,0.0869268229104023,2,THURSDAY,Family,reg oper account,terraced house,"Stone, brick",nan,1
7044,M,N,Y,3,5,-7670,Working,-8134,39572073,120265173,14271031,126495843,Secondary / secondary special,Married,House / apartment,Cash loans,Managers,School,-3296,-372,,1,1,1,1,1,1,0.037759678789629214,2,SUNDAY,Family,reg oper account,block of flats,nan,No,1
7045,F,Y,N,0,2,-13104,Commercial associate,-2678,108641366,89437780,31448555,83239338,Incomplete higher,Married,House / apartment,Cash loans,Laborers,Business Entity Type 3,-6895,-3323,2.5738484613433696,1,1,0,1,0,0,0.03195987822015998,2,MONDAY,Unaccompanied,nan,terraced house,Block,No,1
7046,M,N,N,0,2,-16325,Commercial associate,-6674,51494008,241063447,16776850,253696543,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Accountants,Medicine,-6042,-4114,,1,1,1,1,0,0,0.057640462340364323,2,THURSDAY,Unaccompanied,org spec account,block of flats,"Stone, brick",nan,1
7047,F,N,Y,0,1,-7670,Working,-40,49020729,271881669,43848588,263970821,Secondary / secondary special,Married,House / apartment,Cash loans,Accountants,Trade: type 7,-7582,-1559,,1,1,0,1,0,1,0.05740287003687244,2,SATURDAY,Unaccompanied,nan,nan,Panel,No,0
7048,M,N,Y,0,1,-14559,Commercial associate,-1494,20118408,23570553,3801416,25684837,Secondary / secondary special,Separated,House / apartment,Cash loans,Accountants,Trade: type 7,-6117,-2053,,1,1,1,1,0,1,0.026506559009610256,2,MONDAY,Unaccompanied,reg oper spec account,block of flats,nan,nan,1
7049,M,N,N,2,4,-13055,Working,-328,94526131,80889085,17658163,74207982,Higher education,Civil marriage,Municipal apartment,Revolving loans,nan,Industry: type 9,-874,-6807,,1,1,0,1,0,0,0.03366655068475773,2,WEDNESDAY,Unaccompanied,nan,block of flats,Wooden,No,1
7050,F,Y,N,0,2,-15210,Pensioner,365243,48595678,363260341,127731401,349841208,Secondary / secondary special,Married,House / apartment,Cash loans,Managers,Self-employed,-6039,-1552,29.057669408769932,1,1,0,1,0,1,0.03699898342012821,2,TUESDAY,Unaccompanied,reg oper account,block of flats,Block,No,1
7051,F,N,Y,0,2,-7670,Pensioner,365243,18242236,53761575,18903911,50644915,Secondary / secondary special,Married,House / apartment,Cash loans,Medicine staff,Self-employed,-6479,-3729,,1,1,1,0,1,1,0.08780554541963556,2,SATURDAY,Unaccompanied,nan,terraced house,Wooden,nan,1
7052,F,Y,Y,2,4,-24837,Working,-532,34111544,188924778,30469449,203921094,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Laborers,XNA,-2755,-6364,3.766928719889923,1,0,0,1,1,0,0.0570308651849965,2,FRIDAY,Unaccompanied,reg oper account,block of flats,nan,No,0
7053,F,Y,Y,3,4,-14752,Working,-362,73689526,267266113,31714609,255465423,Higher education,Separated,House / apartment,Cash loans,Cleaning staff,XNA,-7651,-4398,1.8739629939599673,1,1,1,1,0,0,0.09828881096470757,2,SUNDAY,"Spouse, partner",nan,terraced house,Wooden,No,1
7054,F,Y,Y,2,4,-9275,Working,-849,212600515,657755358,341001863,626924111,Secondary / secondary special,Separated,House / apartment,Cash loans,Laborers,Other,-1838,-4522,11.638722618287234,1,1,0,1,0,0,0.05997150025648153,2,WEDNESDAY,Unaccompanied,nan,nan,nan,No,0
7055,F,N,N,2,3,-15177,Pensioner,365243,7929184,60245398,9716269,62711763,Secondary / secondary special,Married,House / apartment,Cash loans,nan,School,-1815,-3903,,1,1,1,1,0,0,0.001489812848957728,2,FRIDAY,Unaccompanied,reg oper account,block of flats,"Stone, brick",No,1
7056,M,Y,Y,1,3,-21161,Working,-289,26727192,173818712,177131619,189430828,Secondary / secondary special,Married,House / apartment,Cash loans,Medicine staff,Business Entity Type 3,-2212,-4019,1.874262963612758,1,1,1,1,0,1,0.05849230093158514,2,WEDNESDAY,Unaccompanied,nan,terraced house,"Stone, brick",nan,0
7057,F,N,Y,3,5,-8970,Working,-289,28666510,129476532,45527179,131813091,Secondary / secondary special,Married,House / apartment,Cash loans,Managers,Medicine,-8555,-4760,,1,1,0,1,0,1,0.050107607839607486,1,MONDAY,Unaccompanied,nan,terraced house,"Stone, brick",No,0
7058,M,N,Y,1,3,-8058,Working,-467,67817680,323576832,27758331,352175232,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Security staff,XNA,-3496,-2895,,1,1,0,1,0,0,0.06968936566225897,2,SATURDAY,Unaccompanied,reg oper spec account,block of flats,Panel,No,1
7059,F,N,Y,4,6,-14092,Pensioner,365243,26951559,63229717,22233146,65228140,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,Government,-673,-4162,,1,1,1,1,0,0,0.08407160324197516,3,WEDNESDAY,Unaccompanied,reg oper account,block of flats,Mixed,nan,1
7060,F,Y,Y,0,2,-14466,Working,-638,26704358,138143429,48574677,129775694,Secondary / secondary special,Married,House / apartment,Cash loans,High skill tech staff,XNA,-3782,-357,2.919897588458178,1,1,1,1,1,1,0.02822807538143466,2,WEDNESDAY,Unaccompanied,reg oper account,block of flats,Panel,No,1
7061,F,Y,Y,2,4,-17719,Commercial associate,-584,20183525,201835250,32551627,211707164,Secondary / secondary special,Married,Municipal apartment,Cash loans,Cleaning staff,Medicine,-4045,-5697,3.736033646364233,1,1,0,1,1,1,0.08418421051466085,2,THURSDAY,Unaccompanied,org spec account,block of flats,Block,nan,1
7062,F,N,N,1,3,-21076,Working,-245,66621354,501779563,109538950,481351490,Secondary / secondary special,Separated,House / apartment,Cash loans,Laborers,XNA,-7294,-5057,,1,1,1,1,0,1,0.06541892759898106,2,SUNDAY,Unaccompanied,nan,terraced house,"Stone, brick",No,0
7063,F,N,Y,1,2,-18028,Working,-29,32204085,23910845,2051213,22996543,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Government,-4497,-5471,,1,1,0,1,0,1,0.016567131090745545,2,THURSDAY,Unaccompanied,reg oper account,nan,Panel,No,0
7064,F,Y,Y,2,4,-8527,Working,-319,18128935,86398197,18860807,91734196,Incomplete higher,Single / not married,House / apartment,Cash loans,nan,Government,-8564,-3954,36.65903937779649,1,1,0,1,1,1,0.0907739475513826,2,WEDNESDAY,Unaccompanied,reg oper account,block of flats,nan,No,1
7065,M,N,Y,2,4,-9915,Commercial associate,-2344,31352349,159571783,13689009,151872898,Higher education,Separated,Office apartment,Cash loans,nan,Industry: type 9,-5763,-3859,,1,1,1,1,1,1,0.06619946204510564,2,SATURDAY,Unaccompanied,reg oper account,nan,nan,nan,0
7066,F,N,Y,3,5,-11111,State servant,-6394,33765799,277447292,282735314,268194738,Secondary / secondary special,Married,House / apartment,Cash loans,Core staff,Government,-8617,-839,,1,1,0,1,0,0,0.05864810429470484,2,TUESDAY,Unaccompanied,org spec account,block of flats,"Stone, brick",No,1
7067,M,N,Y,0,2,-18018,Working,-2487,30333346,271153621,23261158,297574462,Secondary / secondary special,Married,House / apartment,Cash loans,Security staff,XNA,-6201,-2701,,1,1,0,1,1,0,0.08719620984780496,2,MONDAY,Unaccompanied,reg oper account,specific housing,Panel,No,1
7068,F,N,Y,0,2,-17269,Commercial associate,-3504,25223468,124496022,126868861,116280304,Higher education,Married,House / apartment,Cash loans,Accountants,Business Entity Type 3,-8428,-876,,1,1,0,1,0,0,0.0007367553452140019,2,SUNDAY,Unaccompanied,org spec account,block of flats,nan,No,0
7069,M,N,N,0,1,-20139,Working,-2822,19550048,24096794,2067165,24733536,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Cooking staff,XNA,-936,-3200,,1,1,0,1,0,1,0.058928702615181516,2,MONDAY,Unaccompanied,nan,block of flats,Mixed,No,0
7070,M,N,Y,0,2,-17056,Commercial associate,-641,195649687,593509833,41305415,580999535,Secondary / secondary special,Married,House / apartment,Cash loans,Core staff,XNA,-985,-964,,1,1,0,1,1,0,0.01116302476517449,2,SATURDAY,Unaccompanied,reg oper account,block of flats,Panel,Yes,0
7071,M,N,N,0,1,-11859,Commercial associate,-2399,57530307,101226488,8683805,97576763,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Drivers,School,-3111,-4246,,1,1,0,1,1,1,0.030096211422395647,1,SUNDAY,Unaccompanied,nan,block of flats,Panel,No,1
7072,M,N,Y,2,4,-13747,Working,-2536,28371466,37066349,3179770,34345854,Secondary / secondary special,Married,House / apartment,Cash loans,Core staff,Self-employed,-4906,-2378,,1,1,0,1,0,0,0.04287619940419038,2,MONDAY,"Spouse, partner",nan,block of flats,Panel,No,1
7073,F,N,Y,1,3,-8204,Working,-546,45559890,455598900,73478173,458562995,Secondary / secondary special,Widow,House / apartment,Cash loans,Low-skill Laborers,Industry: type 9,-8121,-1221,,1,1,1,1,0,1,0.03526477296949145,2,SUNDAY,Family,reg oper spec account,block of flats,nan,No,1
7074,M,Y,Y,2,3,-17363,Pensioner,365243,23992782,54959534,3824917,55727879,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Sales staff,Government,-7531,-5784,9.002767873707963,1,1,1,1,1,0,0.08740312239639719,2,WEDNESDAY,Unaccompanied,nan,terraced house,Panel,No,0
7075,F,N,Y,1,3,-11865,Working,-11301,21078446,210784460,109277549,218706510,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Self-employed,-4544,-6535,,1,1,0,1,0,1,0.011547066321164113,2,SUNDAY,Family,reg oper account,block of flats,Block,nan,1
7076,M,Y,Y,1,3,-19976,Pensioner,365243,6904368,16851333,8736281,17821918,Higher education,Civil marriage,House / apartment,Cash loans,nan,School,-8029,-7258,4.774920854501778,1,1,0,1,1,0,0.09182258132679279,2,WEDNESDAY,Family,org spec account,block of flats,Block,No,1
7077,F,Y,Y,0,2,-17241,Working,-695,26409305,49517272,17411508,48652797,Incomplete higher,Widow,House / apartment,Cash loans,Cleaning staff,Government,-1709,-7077,9.689664623566888,1,1,1,1,1,1,0.039395191604569,2,SATURDAY,Unaccompanied,org spec account,block of flats,Panel,No,1
7078,F,N,Y,2,4,-23104,Working,-808,32548514,174897070,28207085,176247594,Higher education,Widow,Rented apartment,Cash loans,nan,Medicine,-5158,-3329,,1,0,0,1,0,1,0.06947589800583559,3,WEDNESDAY,Unaccompanied,nan,block of flats,"Stone, brick",No,1
7079,F,N,Y,2,4,-16449,Working,-1594,34005091,106023992,37280681,96803852,Secondary / secondary special,Married,House / apartment,Cash loans,High skill tech staff,Trade: type 7,-1397,-744,,1,1,0,1,0,0,0.08662593340278114,2,FRIDAY,Unaccompanied,reg oper account,nan,Block,Yes,1
7080,F,N,Y,0,2,-16367,Pensioner,365243,7261355,30106046,2582674,29607587,Secondary / secondary special,Married,House / apartment,Cash loans,Core staff,Other,-8932,-4015,,1,1,0,1,0,0,0.03768242077035481,2,SUNDAY,Unaccompanied,nan,block of flats,Panel,No,1
7081,M,N,N,0,2,-13810,Commercial associate,-673,209065925,450928021,158557545,417735107,Secondary / secondary special,Married,House / apartment,Cash loans,Security staff,XNA,-6531,-7056,,1,1,0,1,0,0,0.03052997798613688,2,FRIDAY,Unaccompanied,nan,terraced house,Panel,No,0
7082,F,N,N,0,2,-12924,Commercial associate,-91,199584696,430424777,29955483,387444686,Higher education,Single / not married,House / apartment,Cash loans,nan,School,-6165,-2338,,1,1,0,1,0,1,0.03543720583843928,3,FRIDAY,Family,org spec account,nan,Block,No,0
7083,M,Y,Y,2,4,-13476,Working,-1787,47424499,106450011,37430480,97077059,Secondary / secondary special,Married,House / apartment,Cash loans,High skill tech staff,School,-8570,-952,15.79882826906929,1,1,0,1,0,0,0.05318605809349239,2,MONDAY,Unaccompanied,nan,terraced house,nan,No,1
